Image_Index,Total_Images,Image_Path,Width,Height,Object_Count,Time_ms
1,83,/app/Datasets/Grapes/test/images/106.jpg,640,640,1,71.3
2,83,/app/Datasets/Grapes/test/images/11.jpg,640,640,2,68.0
3,83,/app/Datasets/Grapes/test/images/113.jpg,640,640,2,68.2
4,83,/app/Datasets/Grapes/test/images/130.jpg,640,640,2,72.9
5,83,/app/Datasets/Grapes/test/images/149.jpg,640,640,1,67.8
6,83,/app/Datasets/Grapes/test/images/179.jpg,640,640,2,67.9
7,83,/app/Datasets/Grapes/test/images/195.jpg,640,640,1,67.8
8,83,/app/Datasets/Grapes/test/images/211.jpg,640,640,3,106.8
9,83,/app/Datasets/Grapes/test/images/218.jpg,640,640,1,68.0
10,83,/app/Datasets/Grapes/test/images/248.jpg,640,640,2,67.6
11,83,/app/Datasets/Grapes/test/images/257.jpg,640,640,3,67.8
12,83,/app/Datasets/Grapes/test/images/26.jpg,640,640,1,67.7
13,83,/app/Datasets/Grapes/test/images/268.jpg,640,640,2,67.9
14,83,/app/Datasets/Grapes/test/images/279.jpg,640,640,2,67.5
15,83,/app/Datasets/Grapes/test/images/288.jpg,640,640,1,67.7
16,83,/app/Datasets/Grapes/test/images/302.jpg,640,640,2,67.6
17,83,/app/Datasets/Grapes/test/images/303.jpg,640,640,1,67.6
18,83,/app/Datasets/Grapes/test/images/309.jpg,640,640,1,67.7
19,83,/app/Datasets/Grapes/test/images/319.jpg,640,640,3,67.7
20,83,/app/Datasets/Grapes/test/images/320.jpg,640,640,4,88.2
21,83,/app/Datasets/Grapes/test/images/35.jpg,640,640,11,71.8
22,83,/app/Datasets/Grapes/test/images/350.jpg,640,640,2,67.6
23,83,/app/Datasets/Grapes/test/images/36.jpg,640,640,6,67.7
24,83,/app/Datasets/Grapes/test/images/360.jpg,640,640,1,68.2
25,83,/app/Datasets/Grapes/test/images/361.jpg,640,640,2,67.6
26,83,/app/Datasets/Grapes/test/images/362.jpg,640,640,1,67.6
27,83,/app/Datasets/Grapes/test/images/363.jpg,640,640,7,67.7
28,83,/app/Datasets/Grapes/test/images/364.jpg,640,640,1,67.6
29,83,/app/Datasets/Grapes/test/images/377.jpg,640,640,3,88.8
30,83,/app/Datasets/Grapes/test/images/395.jpg,640,640,2,67.8
31,83,/app/Datasets/Grapes/test/images/453.jpg,640,640,2,67.4
32,83,/app/Datasets/Grapes/test/images/46.jpg,640,640,3,67.6
33,83,/app/Datasets/Grapes/test/images/465.jpg,640,640,2,67.8
34,83,/app/Datasets/Grapes/test/images/466.jpg,640,640,3,68.4
35,83,/app/Datasets/Grapes/test/images/488.jpg,640,640,1,67.6
36,83,/app/Datasets/Grapes/test/images/489.jpg,640,640,1,67.6
37,83,/app/Datasets/Grapes/test/images/492.jpg,640,640,1,68.8
38,83,/app/Datasets/Grapes/test/images/509.jpg,640,640,3,67.6
39,83,/app/Datasets/Grapes/test/images/53.jpg,640,640,4,67.7
40,83,/app/Datasets/Grapes/test/images/539.jpg,640,640,4,67.4
41,83,/app/Datasets/Grapes/test/images/548.jpg,640,640,2,67.9
42,83,/app/Datasets/Grapes/test/images/558.jpg,640,640,2,67.7
43,83,/app/Datasets/Grapes/test/images/58.jpg,640,640,1,67.6
44,83,/app/Datasets/Grapes/test/images/580.jpg,640,640,5,67.5
45,83,/app/Datasets/Grapes/test/images/589.jpg,640,640,5,67.7
46,83,/app/Datasets/Grapes/test/images/591.jpg,640,640,3,67.4
47,83,/app/Datasets/Grapes/test/images/611.jpg,640,640,3,77.8
48,83,/app/Datasets/Grapes/test/images/613.jpg,640,640,2,67.9
49,83,/app/Datasets/Grapes/test/images/621.jpg,640,640,4,67.6
